"","V1","V2","geometry"
"176","48.8737955997","2.48290193047","c(48.8737955997, 2.48290193047)"
"177","48.8744232794","2.3255373687","c(48.8744232794, 2.3255373687)"
"178","48.7012124737","2.37201798657","c(48.7012124737, 2.37201798657)"
"179","48.8482973915","2.33243393725","c(48.8482973915, 2.33243393725)"
"180","48.9535125923","2.37487560242","c(48.9535125923, 2.37487560242)"
"181","48.8753579691","2.32564615771","c(48.8753579691, 2.32564615771)"
"182","48.7963675362","2.41605080742","c(48.7963675362, 2.41605080742)"
"183","48.8412142766","2.32146004969","c(48.8412142766, 2.32146004969)"
"184","48.7325390729","2.19592997104","c(48.7325390729, 2.19592997104)"
"185","48.7768903113","2.25791692803","c(48.7768903113, 2.25791692803)"
"186","48.8039057083","2.41992643284","c(48.8039057083, 2.41992643284)"
"187","48.9192044006","2.26761275507","c(48.9192044006, 2.26761275507)"
"188","48.7359598587","2.2170100445","c(48.7359598587, 2.2170100445)"
"189","48.8223478434","2.28500161901","c(48.8223478434, 2.28500161901)"
"190","48.7779016782","2.46319938289","c(48.7779016782, 2.46319938289)"
"191","48.7944164812","2.29147792168","c(48.7944164812, 2.29147792168)"
"192","48.7046599422","2.32994846277","c(48.7046599422, 2.32994846277)"
"193","48.7642603959","2.40478549748","c(48.7642603959, 2.40478549748)"
"194","48.7682642706","2.47337374224","c(48.7682642706, 2.47337374224)"
"195","48.7410762737","2.25033409594","c(48.7410762737, 2.25033409594)"
"196","48.9077752187","2.33347818842","c(48.9077752187, 2.33347818842)"
"197","48.7728950198","2.43486225936","c(48.7728950198, 2.43486225936)"
"198","48.7657922852","2.48122593781","c(48.7657922852, 2.48122593781)"
"199","48.8278487608","2.31536569264","c(48.8278487608, 2.31536569264)"
"200","48.9717906648","2.39843587021","c(48.9717906648, 2.39843587021)"
"201","48.7862655664","2.44914193529","c(48.7862655664, 2.44914193529)"
"202","48.884093547","2.34928760975","c(48.884093547, 2.34928760975)"
"203","48.8329756305","2.24722594457","c(48.8329756305, 2.24722594457)"
"204","48.7929872273","2.51027666884","c(48.7929872273, 2.51027666884)"
"205","48.770429768","2.42664472597","c(48.770429768, 2.42664472597)"
"206","48.7882003289","2.48047192497","c(48.7882003289, 2.48047192497)"
"207","48.8954652805","2.4267786095","c(48.8954652805, 2.4267786095)"
"208","48.7066822785","2.32879380692","c(48.7066822785, 2.32879380692)"
"209","48.8513428676","2.6376571447","c(48.8513428676, 2.6376571447)"
"210","48.8058078535","2.45570170407","c(48.8058078535, 2.45570170407)"
"211","48.7827119052","2.31479988136","c(48.7827119052, 2.31479988136)"
"212","48.9139624937","2.41103466116","c(48.9139624937, 2.41103466116)"
"213","48.8257831764","2.63720972279","c(48.8257831764, 2.63720972279)"
"214","48.8134609086","2.32563278053","c(48.8134609086, 2.32563278053)"
"215","48.9387330073","2.36058199809","c(48.9387330073, 2.36058199809)"
"216","48.8632775097","2.19669069278","c(48.8632775097, 2.19669069278)"
"217","48.8259543864","2.63703375434","c(48.8259543864, 2.63703375434)"
"218","48.9060006558","2.42341580549","c(48.9060006558, 2.42341580549)"
"219","48.9363434547","2.26937668616","c(48.9363434547, 2.26937668616)"
"220","48.7996032004","2.5435497978","c(48.7996032004, 2.5435497978)"
"221","48.8263869566","2.64012623875","c(48.8263869566, 2.64012623875)"
"222","48.8779777589","2.27938625724","c(48.8779777589, 2.27938625724)"
"223","48.8032870359","2.2567472852","c(48.8032870359, 2.2567472852)"
"224","48.808496296","2.52476593287","c(48.808496296, 2.52476593287)"
"225","48.8389060332","2.65083307364","c(48.8389060332, 2.65083307364)"
"226","48.8576616375","2.40410351141","c(48.8576616375, 2.40410351141)"
"227","48.8851667434","2.39678007394","c(48.8851667434, 2.39678007394)"
"228","48.8762376533","2.35699768328","c(48.8762376533, 2.35699768328)"
"229","48.8108422707","2.30730326222","c(48.8108422707, 2.30730326222)"
"230","48.8498255461","2.40235026663","c(48.8498255461, 2.40235026663)"
"231","48.8989691609","2.38026123552","c(48.8989691609, 2.38026123552)"
"232","48.8507800754","2.21683921834","c(48.8507800754, 2.21683921834)"
"233","48.814950048","2.28296768953","c(48.814950048, 2.28296768953)"
"234","48.8536116149","2.45718642335","c(48.8536116149, 2.45718642335)"
"235","48.8985794524","2.35926896399","c(48.8985794524, 2.35926896399)"
"236","48.8442463381","2.185535566","c(48.8442463381, 2.185535566)"
"237","48.7292816503","2.27600560523","c(48.7292816503, 2.27600560523)"
"238","48.8534171106","2.46278349829","c(48.8534171106, 2.46278349829)"
"239","48.8898051274","2.30310084272","c(48.8898051274, 2.30310084272)"
"240","48.8841030867","2.34087955113","c(48.8841030867, 2.34087955113)"
"241","48.7296186934","2.28540730185","c(48.7296186934, 2.28540730185)"
"242","48.8567803749","2.49170725903","c(48.8567803749, 2.49170725903)"
"243","48.8259128431","2.47307575004","c(48.8259128431, 2.47307575004)"
"244","48.7430209099","2.31746714119","c(48.7430209099, 2.31746714119)"
"245","48.7809253911","2.33471143032","c(48.7809253911, 2.33471143032)"
"246","48.8456987906","2.46930110444","c(48.8456987906, 2.46930110444)"
"247","48.8994260336","2.34483371676","c(48.8994260336, 2.34483371676)"
"248","48.8771054403","2.30067024641","c(48.8771054403, 2.30067024641)"
"249","48.8320922979","2.32496153863","c(48.8320922979, 2.32496153863)"
"250","48.8567709863","2.47750139421","c(48.8567709863, 2.47750139421)"
"251","48.9301527314","2.33216717032","c(48.9301527314, 2.33216717032)"
"252","48.884567463","2.36405987511","c(48.884567463, 2.36405987511)"
"253","48.9428603878","2.19093565629","c(48.9428603878, 2.19093565629)"
"254","48.8135328573","2.32612268124","c(48.8135328573, 2.32612268124)"
"255","48.8996770676","2.35145862494","c(48.8996770676, 2.35145862494)"
"256","48.8715748508","2.33976150412","c(48.8715748508, 2.33976150412)"
"257","48.9308152796","2.21224752536","c(48.9308152796, 2.21224752536)"
"258","48.8567515423","2.47096366426","c(48.8567515423, 2.47096366426)"
"259","48.8745607212","2.29661184552","c(48.8745607212, 2.29661184552)"
"260","48.7039678464","2.33027448323","c(48.7039678464, 2.33027448323)"
"261","48.9149246204","2.22885294254","c(48.9149246204, 2.22885294254)"
"262","48.8338993207","2.33190432292","c(48.8338993207, 2.33190432292)"
"263","48.8883289351","2.27516351212","c(48.8883289351, 2.27516351212)"
"264","48.8540900317","2.30496298487","c(48.8540900317, 2.30496298487)"
"265","48.9047420584","2.23894886031","c(48.9047420584, 2.23894886031)"
"266","48.9617856526","2.19028164851","c(48.9617856526, 2.19028164851)"
"267","48.8035691887","2.50803969465","c(48.8035691887, 2.50803969465)"
"268","48.9333562539","2.30305848","c(48.9333562539, 2.30305848)"
"269","48.919757669","2.26118911949","c(48.919757669, 2.26118911949)"
"270","48.7806474682","2.42885194133","c(48.7806474682, 2.42885194133)"
"271","48.7957618504","2.49938897053","c(48.7957618504, 2.49938897053)"
"272","48.7793103528","2.26139479115","c(48.7793103528, 2.26139479115)"
"273","48.9151165853","2.26981356443","c(48.9151165853, 2.26981356443)"
"274","48.8073429099","2.43821996589","c(48.8073429099, 2.43821996589)"
"275","48.857073876","2.26430474627","c(48.857073876, 2.26430474627)"
"276","48.8850627604","2.35916783003","c(48.8850627604, 2.35916783003)"
"277","48.879286624","2.4015151927","c(48.879286624, 2.4015151927)"
"278","48.7806749301","2.2589311625","c(48.7806749301, 2.2589311625)"
"279","48.7892239332","2.49546465376","c(48.7892239332, 2.49546465376)"
"280","48.8421850006","2.52294055756","c(48.8421850006, 2.52294055756)"
"281","48.8834916953","2.40327831082","c(48.8834916953, 2.40327831082)"
"282","48.7715099389","2.4944452636","c(48.7715099389, 2.4944452636)"
"283","48.7691264753","2.48154791261","c(48.7691264753, 2.48154791261)"
"284","48.8426053893","2.36399734294","c(48.8426053893, 2.36399734294)"
"285","48.788959604","2.28840859715","c(48.788959604, 2.28840859715)"
"286","48.7668370538","2.49375129636","c(48.7668370538, 2.49375129636)"
"287","48.97379659","2.37099982981","c(48.97379659, 2.37099982981)"
"288","48.8867436461","2.31689441825","c(48.8867436461, 2.31689441825)"
"289","48.7724515454","2.27526121283","c(48.7724515454, 2.27526121283)"
"290","48.8180269247","2.44104440692","c(48.8180269247, 2.44104440692)"
"291","48.7901248498","2.43501706703","c(48.7901248498, 2.43501706703)"
"292","48.8430300423","2.32376069187","c(48.8430300423, 2.32376069187)"
"293","48.7405950939","2.25626001553","c(48.7405950939, 2.25626001553)"
"294","48.7920014582","2.45674486397","c(48.7920014582, 2.45674486397)"
"295","49.0053990514","2.40022402434","c(49.0053990514, 2.40022402434)"
"296","48.8928122293","2.29224968462","c(48.8928122293, 2.29224968462)"
"297","48.8141125498","2.30264711337","c(48.8141125498, 2.30264711337)"
"298","48.8107267073","2.47812544077","c(48.8107267073, 2.47812544077)"
"299","48.9494891222","2.36551252388","c(48.9494891222, 2.36551252388)"
"300","48.8501307793","2.34336934362","c(48.8501307793, 2.34336934362)"
"301","48.8012931816","2.29412495007","c(48.8012931816, 2.29412495007)"
"302","48.8538664112","2.36533784904","c(48.8538664112, 2.36533784904)"
"303","48.7774595306","2.45615383909","c(48.7774595306, 2.45615383909)"
"304","48.8196448534","2.34371962142","c(48.8196448534, 2.34371962142)"
"305","48.7972614895","2.3065356366","c(48.7972614895, 2.3065356366)"
"306","48.8554767464","2.35754819186","c(48.8554767464, 2.35754819186)"
"307","48.9751583229","2.33610797355","c(48.9751583229, 2.33610797355)"
"308","48.8341769501","2.35348282456","c(48.8341769501, 2.35348282456)"
"309","48.9361266527","2.2674399451","c(48.9361266527, 2.2674399451)"
"310","48.8392480686","2.65739788729","c(48.8392480686, 2.65739788729)"
"311","48.9692269766","2.33008856817","c(48.9692269766, 2.33008856817)"
"312","48.8149022739","2.37575499303","c(48.8149022739, 2.37575499303)"
"313","48.8723355323","2.40840044235","c(48.8723355323, 2.40840044235)"
"314","48.8548108306","2.36201517035","c(48.8548108306, 2.36201517035)"
"315","48.9991892926","2.3804401794","c(48.9991892926, 2.3804401794)"
"316","48.8546244144","2.32947790015","c(48.8546244144, 2.32947790015)"
"317","48.8939736176","2.39792147338","c(48.8939736176, 2.39792147338)"
"318","48.8747546978","2.40570603684","c(48.8747546978, 2.40570603684)"
"319","49.0229153394","2.37357338453","c(49.0229153394, 2.37357338453)"
"320","48.8648107268","2.30051545299","c(48.8648107268, 2.30051545299)"
"321","48.8939287719","2.39774423199","c(48.8939287719, 2.39774423199)"
"322","48.9011481978","2.30794629124","c(48.9011481978, 2.30794629124)"
"323","48.7656240056","2.47140896208","c(48.7656240056, 2.47140896208)"
"324","48.8527103404","2.33737725298","c(48.8527103404, 2.33737725298)"
"325","48.8976994704","2.38672123067","c(48.8976994704, 2.38672123067)"
"326","48.8462315083","2.46706920732","c(48.8462315083, 2.46706920732)"
"327","48.8017074625","2.42712035268","c(48.8017074625, 2.42712035268)"
"328","48.8435397467","2.3654956586","c(48.8435397467, 2.3654956586)"
"329","48.8465896898","2.34369574544","c(48.8465896898, 2.34369574544)"
"330","48.7144607928","2.30013266942","c(48.7144607928, 2.30013266942)"
"331","48.7642603959","2.40478549748","c(48.7642603959, 2.40478549748)"
"332","48.8390898155","2.39381348843","c(48.8390898155, 2.39381348843)"
"333","48.9120261346","2.33544127137","c(48.9120261346, 2.33544127137)"
"334","48.7564452885","2.37384932439","c(48.7564452885, 2.37384932439)"
"335","48.8117243546","2.44349491467","c(48.8117243546, 2.44349491467)"
"336","48.827128133","2.36664377799","c(48.827128133, 2.36664377799)"
"337","48.9235912929","2.32105307579","c(48.9235912929, 2.32105307579)"
"338","48.7659751314","2.30969488811","c(48.7659751314, 2.30969488811)"
"339","49.006036138","2.38245383859","c(49.006036138, 2.38245383859)"
"340","48.8502727116","2.40627293973","c(48.8502727116, 2.40627293973)"
"341","48.9218122716","2.3242720228","c(48.9218122716, 2.3242720228)"
"342","48.9399890348","2.16716565501","c(48.9399890348, 2.16716565501)"
"343","48.8047950275","2.48530720192","c(48.8047950275, 2.48530720192)"
"344","48.8276424719","2.35667971855","c(48.8276424719, 2.35667971855)"
"345","48.9360703926","2.30343863575","c(48.9360703926, 2.30343863575)"
"346","48.796663121","2.33133677426","c(48.796663121, 2.33133677426)"
"347","48.8154728552","2.43213880469","c(48.8154728552, 2.43213880469)"
"348","48.8264110443","2.357400703","c(48.8264110443, 2.357400703)"
"349","48.8007801856","2.40177176742","c(48.8007801856, 2.40177176742)"
"350","48.9423442333","2.19513906001","c(48.9423442333, 2.19513906001)"
"351","48.9367621402","2.37190329472","c(48.9367621402, 2.37190329472)"
"352","48.9229341583","2.28562294027","c(48.9229341583, 2.28562294027)"
"353","48.787881185","2.3857732964","c(48.787881185, 2.3857732964)"
"354","48.7673521466","2.31930702804","c(48.7673521466, 2.31930702804)"
"355","48.9631860405","2.35988331638","c(48.9631860405, 2.35988331638)"
"356","48.8321282775","2.32524741733","c(48.8321282775, 2.32524741733)"
"357","48.9236093803","2.32191224658","c(48.9236093803, 2.32191224658)"
"358","48.8918012779","2.23979116775","c(48.8918012779, 2.23979116775)"
"359","48.9022947477","2.42777192158","c(48.9022947477, 2.42777192158)"
"360","48.9220882667","2.28310087859","c(48.9220882667, 2.28310087859)"
"361","48.9082658692","2.3075605219","c(48.9082658692, 2.3075605219)"
"362","48.7534475167","2.31927104989","c(48.7534475167, 2.31927104989)"
"363","48.9580116313","2.32970801091","c(48.9580116313, 2.32970801091)"
"364","48.7852495763","2.25858422925","c(48.7852495763, 2.25858422925)"
"365","48.8960821445","2.22290857115","c(48.8960821445, 2.22290857115)"
"366","48.7511345539","2.30505413455","c(48.7511345539, 2.30505413455)"
"367","48.955289655","2.29291860643","c(48.955289655, 2.29291860643)"
"368","48.8147713161","2.36100260327","c(48.8147713161, 2.36100260327)"
"369","48.8766381843","2.20140972789","c(48.8766381843, 2.20140972789)"
"370","48.8981663183","2.40584601023","c(48.8981663183, 2.40584601023)"
"371","48.8811535357","2.35791253463","c(48.8811535357, 2.35791253463)"
"372","48.7982645143","2.40004083158","c(48.7982645143, 2.40004083158)"
"373","48.8861042262","2.31021702107","c(48.8861042262, 2.31021702107)"
"374","48.9232415117","2.25647902053","c(48.9232415117, 2.25647902053)"
"375","48.9943877703","2.52362352497","c(48.9943877703, 2.52362352497)"
"376","48.8741164567","2.31636801333","c(48.8741164567, 2.31636801333)"
"377","48.8975250987","2.26341632199","c(48.8975250987, 2.26341632199)"
"378","48.8889599577","2.39554422706","c(48.8889599577, 2.39554422706)"
"379","48.8673420134","2.38308219428","c(48.8673420134, 2.38308219428)"
"380","48.7975940841","2.2818294409","c(48.7975940841, 2.2818294409)"
"381","48.8387068294","2.27008988865","c(48.8387068294, 2.27008988865)"
"382","48.8786865952","2.4131918527","c(48.8786865952, 2.4131918527)"
"383","48.9105441627","2.41612901691","c(48.9105441627, 2.41612901691)"
"384","48.9402399383","2.3022490497","c(48.9402399383, 2.3022490497)"
"385","48.839204777","2.26118468122","c(48.839204777, 2.26118468122)"
"386","48.8826739653","2.3442589351","c(48.8826739653, 2.3442589351)"
"387","48.8688492012","2.46211244507","c(48.8688492012, 2.46211244507)"
"388","48.896415583","2.3381542997","c(48.896415583, 2.3381542997)"
"389","48.8502766238","2.25997002122","c(48.8502766238, 2.25997002122)"
